"Step","s33_dual_triangle_rotary_drop-1 - train/loss","s33_dual_triangle_rotary_drop-1 - train/loss__MIN","s33_dual_triangle_rotary_drop-1 - train/loss__MAX","s33_dual_triangle_rotary_drop700000000 - train/loss","s33_dual_triangle_rotary_drop700000000 - train/loss__MIN","s33_dual_triangle_rotary_drop700000000 - train/loss__MAX","s33_dual_triangle_none_drop-1 - train/loss","s33_dual_triangle_none_drop-1 - train/loss__MIN","s33_dual_triangle_none_drop-1 - train/loss__MAX","s33_causal_rotary_drop-1 - train/loss","s33_causal_rotary_drop-1 - train/loss__MIN","s33_causal_rotary_drop-1 - train/loss__MAX","s33_causal_rotary_drop700000000 - train/loss","s33_causal_rotary_drop700000000 - train/loss__MIN","s33_causal_rotary_drop700000000 - train/loss__MAX","s33_causal_none_drop-1 - train/loss","s33_causal_none_drop-1 - train/loss__MIN","s33_causal_none_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop-1 - train/loss","s33_bidirectional_rotary_drop-1 - train/loss__MIN","s33_bidirectional_rotary_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop700000000 - train/loss","s33_bidirectional_rotary_drop700000000 - train/loss__MIN","s33_bidirectional_rotary_drop700000000 - train/loss__MAX","s33_bidirectional_none_drop-1 - train/loss","s33_bidirectional_none_drop-1 - train/loss__MIN","s33_bidirectional_none_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop-1 - train/loss","s22_dual_triangle_rotary_drop-1 - train/loss__MIN","s22_dual_triangle_rotary_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop700000000 - train/loss","s22_dual_triangle_rotary_drop700000000 - train/loss__MIN","s22_dual_triangle_rotary_drop700000000 - train/loss__MAX","s22_dual_triangle_none_drop-1 - train/loss","s22_dual_triangle_none_drop-1 - train/loss__MIN","s22_dual_triangle_none_drop-1 - train/loss__MAX","s22_causal_rotary_drop-1 - train/loss","s22_causal_rotary_drop-1 - train/loss__MIN","s22_causal_rotary_drop-1 - train/loss__MAX","s22_causal_rotary_drop700000000 - train/loss","s22_causal_rotary_drop700000000 - train/loss__MIN","s22_causal_rotary_drop700000000 - train/loss__MAX","s22_causal_none_drop-1 - train/loss","s22_causal_none_drop-1 - train/loss__MIN","s22_causal_none_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop-1 - train/loss","s22_bidirectional_rotary_drop-1 - train/loss__MIN","s22_bidirectional_rotary_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop700000000 - train/loss","s22_bidirectional_rotary_drop700000000 - train/loss__MIN","s22_bidirectional_rotary_drop700000000 - train/loss__MAX","s22_bidirectional_none_drop-1 - train/loss","s22_bidirectional_none_drop-1 - train/loss__MIN","s22_bidirectional_none_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop-1 - train/loss","s11_dual_triangle_rotary_drop-1 - train/loss__MIN","s11_dual_triangle_rotary_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop700000000 - train/loss","s11_dual_triangle_rotary_drop700000000 - train/loss__MIN","s11_dual_triangle_rotary_drop700000000 - train/loss__MAX","s11_dual_triangle_none_drop-1 - train/loss","s11_dual_triangle_none_drop-1 - train/loss__MIN","s11_dual_triangle_none_drop-1 - train/loss__MAX","s11_causal_rotary_drop-1 - train/loss","s11_causal_rotary_drop-1 - train/loss__MIN","s11_causal_rotary_drop-1 - train/loss__MAX","s11_causal_rotary_drop700000000 - train/loss","s11_causal_rotary_drop700000000 - train/loss__MIN","s11_causal_rotary_drop700000000 - train/loss__MAX","s11_causal_none_drop-1 - train/loss","s11_causal_none_drop-1 - train/loss__MIN","s11_causal_none_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop-1 - train/loss","s11_bidirectional_rotary_drop-1 - train/loss__MIN","s11_bidirectional_rotary_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop700000000 - train/loss","s11_bidirectional_rotary_drop700000000 - train/loss__MIN","s11_bidirectional_rotary_drop700000000 - train/loss__MAX","s11_bidirectional_none_drop-1 - train/loss","s11_bidirectional_none_drop-1 - train/loss__MIN","s11_bidirectional_none_drop-1 - train/loss__MAX"
"2100","2.61","2.61","2.61","2.61","2.61","2.61","2.61453125","2.61453125","2.61453125","2.6321875","2.6321875","2.6321875","2.63203125","2.63203125","2.63203125","2.63390625","2.63390625","2.63390625","2.62375","2.62375","2.62375","2.62375","2.62375","2.62375","2.64078125","2.64078125","2.64078125","2.6109375","2.6109375","2.6109375","2.61078125","2.61078125","2.61078125","2.614375","2.614375","2.614375","2.63265625","2.63265625","2.63265625","2.6328125","2.6328125","2.6328125","2.63453125","2.63453125","2.63453125","2.62375","2.62375","2.62375","2.62375","2.62375","2.62375","2.64","2.64","2.64","2.6103125","2.6103125","2.6103125","2.61015625","2.61015625","2.61015625","2.61421875","2.61421875","2.61421875","2.63390625","2.63390625","2.63390625","2.63390625","2.63390625","2.63390625","2.63734375","2.63734375","2.63734375","2.62546875","2.62546875","2.62546875","2.62546875","2.62546875","2.62546875","2.64109375","2.64109375","2.64109375"
"2200","2.6059375","2.6059375","2.6059375","2.6059375","2.6059375","2.6059375","2.61484375","2.61484375","2.61484375","2.6284375","2.6284375","2.6284375","2.6284375","2.6284375","2.6284375","2.63171875","2.63171875","2.63171875","2.61890625","2.61890625","2.61890625","2.61890625","2.61890625","2.61890625","2.6415625","2.6415625","2.6415625","2.606875","2.606875","2.606875","2.606875","2.606875","2.606875","2.611875","2.611875","2.611875","2.6321875","2.6321875","2.6321875","2.6321875","2.6321875","2.6321875","2.634375","2.634375","2.634375","2.62046875","2.62046875","2.62046875","2.62046875","2.62046875","2.62046875","2.6415625","2.6415625","2.6415625","2.604375","2.604375","2.604375","2.604375","2.604375","2.604375","2.6109375","2.6109375","2.6109375","2.62984375","2.62984375","2.62984375","2.6296875","2.6296875","2.6296875","2.63171875","2.63171875","2.63171875","2.62078125","2.62078125","2.62078125","2.62078125","2.62078125","2.62078125","2.64328125","2.64328125","2.64328125"
"2300","2.6025","2.6025","2.6025","2.6025","2.6025","2.6025","2.61203125","2.61203125","2.61203125","2.62984375","2.62984375","2.62984375","2.62984375","2.62984375","2.62984375","2.63328125","2.63328125","2.63328125","2.61375","2.61375","2.61375","2.61375","2.61375","2.61375","2.6403125","2.6403125","2.6403125","2.60359375","2.60359375","2.60359375","2.60328125","2.60328125","2.60328125","2.6109375","2.6109375","2.6109375","2.6303125","2.6303125","2.6303125","2.6303125","2.6303125","2.6303125","2.63390625","2.63390625","2.63390625","2.6115625","2.6115625","2.6115625","2.6115625","2.6115625","2.6115625","2.6371875","2.6371875","2.6371875","2.60421875","2.60421875","2.60421875","2.60421875","2.60421875","2.60421875","2.60984375","2.60984375","2.60984375","2.62859375","2.62859375","2.62859375","2.62859375","2.62859375","2.62859375","2.6325","2.6325","2.6325","2.6134375","2.6134375","2.6134375","2.6134375","2.6134375","2.6134375","2.6396875","2.6396875","2.6396875"
"2400","2.6003125","2.6003125","2.6003125","2.6003125","2.6003125","2.6003125","2.61046875","2.61046875","2.61046875","2.62703125","2.62703125","2.62703125","2.6271875","2.6271875","2.6271875","2.63125","2.63125","2.63125","2.6096875","2.6096875","2.6096875","2.6096875","2.6096875","2.6096875","2.63953125","2.63953125","2.63953125","2.6021875","2.6021875","2.6021875","2.60171875","2.60171875","2.60171875","2.6115625","2.6115625","2.6115625","2.6278125","2.6278125","2.6278125","2.6278125","2.6278125","2.6278125","2.6325","2.6325","2.6325","2.609375","2.609375","2.609375","2.609375","2.609375","2.609375","2.63953125","2.63953125","2.63953125","2.60203125","2.60203125","2.60203125","2.60203125","2.60203125","2.60203125","2.610625","2.610625","2.610625","2.62578125","2.62578125","2.62578125","2.62578125","2.62578125","2.62578125","2.63","2.63","2.63","2.609375","2.609375","2.609375","2.609375","2.609375","2.609375","2.639375","2.639375","2.639375"
"2500","2.5946875","2.5946875","2.5946875","2.59484375","2.59484375","2.59484375","2.60703125","2.60703125","2.60703125","2.62609375","2.62609375","2.62609375","2.62609375","2.62609375","2.62609375","2.63109375","2.63109375","2.63109375","2.6059375","2.6059375","2.6059375","2.6059375","2.6059375","2.6059375","2.64","2.64","2.64","2.59984375","2.59984375","2.59984375","2.59984375","2.59984375","2.59984375","2.60875","2.60875","2.60875","2.62578125","2.62578125","2.62578125","2.625625","2.625625","2.625625","2.6290625","2.6290625","2.6290625","2.608125","2.608125","2.608125","2.608125","2.608125","2.608125","2.638125","2.638125","2.638125","2.59953125","2.59953125","2.59953125","2.59953125","2.59953125","2.59953125","2.60890625","2.60890625","2.60890625","2.62828125","2.62828125","2.62828125","2.62828125","2.62828125","2.62828125","2.63140625","2.63140625","2.63140625","2.60796875","2.60796875","2.60796875","2.60796875","2.60796875","2.60796875","2.64125","2.64125","2.64125"
"2600","2.59375","2.59375","2.59375","2.59390625","2.59390625","2.59390625","2.60640625","2.60640625","2.60640625","2.62546875","2.62546875","2.62546875","2.62546875","2.62546875","2.62546875","2.630625","2.630625","2.630625","2.6040625","2.6040625","2.6040625","2.6040625","2.6040625","2.6040625","2.6390625","2.6390625","2.6390625","2.59671875","2.59671875","2.59671875","2.59671875","2.59671875","2.59671875","2.6075","2.6075","2.6075","2.6284375","2.6284375","2.6284375","2.62859375","2.62859375","2.62859375","2.63265625","2.63265625","2.63265625","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.64203125","2.64203125","2.64203125","2.59921875","2.59921875","2.59921875","2.5990625","2.5990625","2.5990625","2.60953125","2.60953125","2.60953125","2.62796875","2.62796875","2.62796875","2.62828125","2.62828125","2.62828125","2.6328125","2.6328125","2.6328125","2.60328125","2.60328125","2.60328125","2.60328125","2.60328125","2.60328125","2.63828125","2.63828125","2.63828125"
"2700","2.595","2.595","2.595","2.595","2.595","2.595","2.60609375","2.60609375","2.60609375","2.62421875","2.62421875","2.62421875","2.62421875","2.62421875","2.62421875","2.63","2.63","2.63","2.60109375","2.60109375","2.60109375","2.60109375","2.60109375","2.60109375","2.638125","2.638125","2.638125","2.59546875","2.59546875","2.59546875","2.59546875","2.59546875","2.59546875","2.60625","2.60625","2.60625","2.6278125","2.6278125","2.6278125","2.62796875","2.62796875","2.62796875","2.63359375","2.63359375","2.63359375","2.60328125","2.60328125","2.60328125","2.60328125","2.60328125","2.60328125","2.63765625","2.63765625","2.63765625","2.5940625","2.5940625","2.5940625","2.59390625","2.59390625","2.59390625","2.60390625","2.60390625","2.60390625","2.62578125","2.62578125","2.62578125","2.62578125","2.62578125","2.62578125","2.6315625","2.6315625","2.6315625","2.6015625","2.6015625","2.6015625","2.6015625","2.6015625","2.6015625","2.640625","2.640625","2.640625"
"2800","2.5915625","2.5915625","2.5915625","2.5915625","2.5915625","2.5915625","2.60421875","2.60421875","2.60421875","2.62375","2.62375","2.62375","2.62359375","2.62359375","2.62359375","2.6271875","2.6271875","2.6271875","2.60078125","2.60078125","2.60078125","2.60078125","2.60078125","2.60078125","2.6396875","2.6396875","2.6396875","2.59265625","2.59265625","2.59265625","2.59234375","2.59234375","2.59234375","2.60296875","2.60296875","2.60296875","2.6265625","2.6265625","2.6265625","2.6265625","2.6265625","2.6265625","2.63125","2.63125","2.63125","2.603125","2.603125","2.603125","2.603125","2.603125","2.603125","2.64203125","2.64203125","2.64203125","2.59375","2.59375","2.59375","2.5934375","2.5934375","2.5934375","2.60453125","2.60453125","2.60453125","2.6246875","2.6246875","2.6246875","2.6246875","2.6246875","2.6246875","2.629375","2.629375","2.629375","2.6015625","2.6015625","2.6015625","2.6015625","2.6015625","2.6015625","2.6403125","2.6403125","2.6403125"
"2900","2.5878125","2.5878125","2.5878125","2.5878125","2.5878125","2.5878125","2.59984375","2.59984375","2.59984375","2.61984375","2.61984375","2.61984375","2.6196875","2.6196875","2.6196875","2.62453125","2.62453125","2.62453125","2.598125","2.598125","2.598125","2.598125","2.598125","2.598125","2.63875","2.63875","2.63875","2.5896875","2.5896875","2.5896875","2.58953125","2.58953125","2.58953125","2.601875","2.601875","2.601875","2.6228125","2.6228125","2.6228125","2.62265625","2.62265625","2.62265625","2.628125","2.628125","2.628125","2.59859375","2.59859375","2.59859375","2.59859375","2.59859375","2.59859375","2.63796875","2.63796875","2.63796875","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.60203125","2.60203125","2.60203125","2.623125","2.623125","2.623125","2.62328125","2.62328125","2.62328125","2.62921875","2.62921875","2.62921875","2.59828125","2.59828125","2.59828125","2.59828125","2.59828125","2.59828125","2.63796875","2.63796875","2.63796875"
"3000","2.596796875","2.596796875","2.596796875","2.59684375","2.59684375","2.59684375","2.60746875","2.60746875","2.60746875","2.62596875","2.62596875","2.62596875","2.6259375","2.6259375","2.6259375","2.63021875","2.63021875","2.63021875","2.607453125","2.607453125","2.607453125","2.607453125","2.607453125","2.607453125","2.639734375","2.639734375","2.639734375","2.598765625","2.598765625","2.598765625","2.598640625","2.598640625","2.598640625","2.607734375","2.607734375","2.607734375","2.6276875","2.6276875","2.6276875","2.627703125","2.627703125","2.627703125","2.631734375","2.631734375","2.631734375","2.608109375","2.608109375","2.608109375","2.608109375","2.608109375","2.608109375","2.63934375","2.63934375","2.63934375","2.59859375","2.59859375","2.59859375","2.598515625","2.598515625","2.598515625","2.607625","2.607625","2.607625","2.627109375","2.627109375","2.627109375","2.627140625","2.627140625","2.627140625","2.63153125","2.63153125","2.63153125","2.6076875","2.6076875","2.6076875","2.6076875","2.6076875","2.6076875","2.639890625","2.639890625","2.639890625"
"3100","2.5884375","2.5884375","2.5884375","2.58859375","2.58859375","2.58859375","2.5990625","2.5990625","2.5990625","2.62","2.62","2.62","2.61984375","2.61984375","2.61984375","2.62609375","2.62609375","2.62609375","2.59421875","2.59421875","2.59421875","2.59421875","2.59421875","2.59421875","2.63890625","2.63890625","2.63890625","2.58765625","2.58765625","2.58765625","2.58703125","2.58703125","2.58703125","2.59859375","2.59859375","2.59859375","2.62171875","2.62171875","2.62171875","2.6215625","2.6215625","2.6215625","2.62765625","2.62765625","2.62765625","2.5946875","2.5946875","2.5946875","2.5946875","2.5946875","2.5946875","2.6365625","2.6365625","2.6365625","2.58953125","2.58953125","2.58953125","2.58921875","2.58921875","2.58921875","2.60125","2.60125","2.60125","2.62","2.62","2.62","2.62015625","2.62015625","2.62015625","2.62484375","2.62484375","2.62484375","2.59421875","2.59421875","2.59421875","2.59421875","2.59421875","2.59421875","2.63703125","2.63703125","2.63703125"
"3200","2.586875","2.586875","2.586875","2.586875","2.586875","2.586875","2.59921875","2.59921875","2.59921875","2.6184375","2.6184375","2.6184375","2.61859375","2.61859375","2.61859375","2.62484375","2.62484375","2.62484375","2.591875","2.591875","2.591875","2.591875","2.591875","2.591875","2.6378125","2.6378125","2.6378125","2.5871875","2.5871875","2.5871875","2.5871875","2.5871875","2.5871875","2.59859375","2.59859375","2.59859375","2.6228125","2.6228125","2.6228125","2.6228125","2.6228125","2.6228125","2.62671875","2.62671875","2.62671875","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.6384375","2.6384375","2.6384375","2.58546875","2.58546875","2.58546875","2.58546875","2.58546875","2.58546875","2.59796875","2.59796875","2.59796875","2.620625","2.620625","2.620625","2.62078125","2.62078125","2.62078125","2.62640625","2.62640625","2.62640625","2.5946875","2.5946875","2.5946875","2.5946875","2.5946875","2.5946875","2.638125","2.638125","2.638125"
"3300","2.5853125","2.5853125","2.5853125","2.5853125","2.5853125","2.5853125","2.596875","2.596875","2.596875","2.62125","2.62125","2.62125","2.62125","2.62125","2.62125","2.62796875","2.62796875","2.62796875","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.63890625","2.63890625","2.63890625","2.58359375","2.58359375","2.58359375","2.5834375","2.5834375","2.5834375","2.59515625","2.59515625","2.59515625","2.62359375","2.62359375","2.62359375","2.62359375","2.62359375","2.62359375","2.62734375","2.62734375","2.62734375","2.59234375","2.59234375","2.59234375","2.59234375","2.59234375","2.59234375","2.6375","2.6375","2.6375","2.58640625","2.58640625","2.58640625","2.5859375","2.5859375","2.5859375","2.59921875","2.59921875","2.59921875","2.62125","2.62125","2.62125","2.62109375","2.62109375","2.62109375","2.62640625","2.62640625","2.62640625","2.59171875","2.59171875","2.59171875","2.59171875","2.59171875","2.59171875","2.63796875","2.63796875","2.63796875"
"3400","2.58390625","2.58390625","2.58390625","2.58390625","2.58390625","2.58390625","2.59546875","2.59546875","2.59546875","2.6209375","2.6209375","2.6209375","2.6209375","2.6209375","2.6209375","2.626875","2.626875","2.626875","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.6375","2.6375","2.6375","2.58203125","2.58203125","2.58203125","2.58171875","2.58171875","2.58171875","2.59375","2.59375","2.59375","2.6225","2.6225","2.6225","2.62234375","2.62234375","2.62234375","2.62625","2.62625","2.62625","2.59140625","2.59140625","2.59140625","2.59140625","2.59140625","2.59140625","2.63734375","2.63734375","2.63734375","2.58328125","2.58328125","2.58328125","2.58328125","2.58328125","2.58328125","2.595625","2.595625","2.595625","2.6165625","2.6165625","2.6165625","2.6165625","2.6165625","2.6165625","2.62328125","2.62328125","2.62328125","2.5909375","2.5909375","2.5909375","2.5909375","2.5909375","2.5909375","2.6378125","2.6378125","2.6378125"
"3500","2.5828125","2.5828125","2.5828125","2.58296875","2.58296875","2.58296875","2.59390625","2.59390625","2.59390625","2.619375","2.619375","2.619375","2.619375","2.619375","2.619375","2.6271875","2.6271875","2.6271875","2.59","2.59","2.59","2.59","2.59","2.59","2.63890625","2.63890625","2.63890625","2.5875","2.5875","2.5875","2.5871875","2.5871875","2.5871875","2.598125","2.598125","2.598125","2.6221875","2.6221875","2.6221875","2.62203125","2.62203125","2.62203125","2.62625","2.62625","2.62625","2.58921875","2.58921875","2.58921875","2.58921875","2.58921875","2.58921875","2.6365625","2.6365625","2.6365625","2.58125","2.58125","2.58125","2.58109375","2.58109375","2.58109375","2.594375","2.594375","2.594375","2.61890625","2.61890625","2.61890625","2.61890625","2.61890625","2.61890625","2.62421875","2.62421875","2.62421875","2.59234375","2.59234375","2.59234375","2.59234375","2.59234375","2.59234375","2.6390625","2.6390625","2.6390625"
"3600","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.59109375","2.59109375","2.59109375","2.61625","2.61625","2.61625","2.61625","2.61625","2.61625","2.6228125","2.6228125","2.6228125","2.5871875","2.5871875","2.5871875","2.5871875","2.5871875","2.5871875","2.63640625","2.63640625","2.63640625","2.5796875","2.5796875","2.5796875","2.57890625","2.57890625","2.57890625","2.591875","2.591875","2.591875","2.61875","2.61875","2.61875","2.61875","2.61875","2.61875","2.6240625","2.6240625","2.6240625","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.58984375","2.63890625","2.63890625","2.63890625","2.57875","2.57875","2.57875","2.5784375","2.5784375","2.5784375","2.5921875","2.5921875","2.5921875","2.61703125","2.61703125","2.61703125","2.61765625","2.61765625","2.61765625","2.6228125","2.6228125","2.6228125","2.5890625","2.5890625","2.5890625","2.5890625","2.5890625","2.5890625","2.6365625","2.6365625","2.6365625"
"3700","2.57921875","2.57921875","2.57921875","2.579375","2.579375","2.579375","2.59171875","2.59171875","2.59171875","2.619375","2.619375","2.619375","2.61890625","2.61890625","2.61890625","2.6265625","2.6265625","2.6265625","2.584375","2.584375","2.584375","2.584375","2.584375","2.584375","2.6375","2.6375","2.6375","2.58015625","2.58015625","2.58015625","2.58015625","2.58015625","2.58015625","2.59359375","2.59359375","2.59359375","2.62015625","2.62015625","2.62015625","2.6203125","2.6203125","2.6203125","2.6265625","2.6265625","2.6265625","2.58890625","2.58890625","2.58890625","2.58890625","2.58890625","2.58890625","2.639375","2.639375","2.639375","2.580625","2.580625","2.580625","2.5803125","2.5803125","2.5803125","2.59421875","2.59421875","2.59421875","2.619375","2.619375","2.619375","2.6196875","2.6196875","2.6196875","2.62390625","2.62390625","2.62390625","2.58703125","2.58703125","2.58703125","2.58703125","2.58703125","2.58703125","2.63734375","2.63734375","2.63734375"
"3800","2.5790625","2.5790625","2.5790625","2.5790625","2.5790625","2.5790625","2.59203125","2.59203125","2.59203125","2.61359375","2.61359375","2.61359375","2.6134375","2.6134375","2.6134375","2.62125","2.62125","2.62125","2.5828125","2.5828125","2.5828125","2.5828125","2.5828125","2.5828125","2.6334375","2.6334375","2.6334375","2.57890625","2.57890625","2.57890625","2.57890625","2.57890625","2.57890625","2.5915625","2.5915625","2.5915625","2.61765625","2.61765625","2.61765625","2.61765625","2.61765625","2.61765625","2.62296875","2.62296875","2.62296875","2.5853125","2.5853125","2.5853125","2.5853125","2.5853125","2.5853125","2.63546875","2.63546875","2.63546875","2.57828125","2.57828125","2.57828125","2.57734375","2.57734375","2.57734375","2.59140625","2.59140625","2.59140625","2.6184375","2.6184375","2.6184375","2.61859375","2.61859375","2.61859375","2.62515625","2.62515625","2.62515625","2.58359375","2.58359375","2.58359375","2.58359375","2.58359375","2.58359375","2.63609375","2.63609375","2.63609375"
"3900","2.580625","2.580625","2.580625","2.580625","2.580625","2.580625","2.5940625","2.5940625","2.5940625","2.6175","2.6175","2.6175","2.6175","2.6175","2.6175","2.62484375","2.62484375","2.62484375","2.58625","2.58625","2.58625","2.58625","2.58625","2.58625","2.63890625","2.63890625","2.63890625","2.5790625","2.5790625","2.5790625","2.5790625","2.5790625","2.5790625","2.591875","2.591875","2.591875","2.61671875","2.61671875","2.61671875","2.6165625","2.6165625","2.6165625","2.62171875","2.62171875","2.62171875","2.5840625","2.5840625","2.5840625","2.5840625","2.5840625","2.5840625","2.63703125","2.63703125","2.63703125","2.57796875","2.57796875","2.57796875","2.5771875","2.5771875","2.5771875","2.59203125","2.59203125","2.59203125","2.61578125","2.61578125","2.61578125","2.6159375","2.6159375","2.6159375","2.6225","2.6225","2.6225","2.584375","2.584375","2.584375","2.584375","2.584375","2.584375","2.635","2.635","2.635"
"4000","2.582265625","2.582265625","2.582265625","2.58234375","2.58234375","2.58234375","2.594328125","2.594328125","2.594328125","2.618125","2.618125","2.618125","2.618046875","2.618046875","2.618046875","2.624890625","2.624890625","2.624890625","2.58828125","2.58828125","2.58828125","2.58828125","2.58828125","2.58828125","2.637375","2.637375","2.637375","2.58228125","2.58228125","2.58228125","2.582046875","2.582046875","2.582046875","2.594390625","2.594390625","2.594390625","2.62034375","2.62034375","2.62034375","2.6203125","2.6203125","2.6203125","2.625359375","2.625359375","2.625359375","2.589625","2.589625","2.589625","2.589625","2.589625","2.589625","2.637640625","2.637640625","2.637640625","2.58159375","2.58159375","2.58159375","2.581203125","2.581203125","2.581203125","2.594796875","2.594796875","2.594796875","2.61840625","2.61840625","2.61840625","2.618546875","2.618546875","2.618546875","2.62415625","2.62415625","2.62415625","2.58921875","2.58921875","2.58921875","2.58921875","2.58921875","2.58921875","2.63721875","2.63721875","2.63721875"
"4100","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.59203125","2.59203125","2.59203125","2.616875","2.616875","2.616875","2.616875","2.616875","2.616875","2.6234375","2.6234375","2.6234375","2.585","2.585","2.585","2.585","2.585","2.585","2.63890625","2.63890625","2.63890625","2.57359375","2.57359375","2.57359375","2.5734375","2.5734375","2.5734375","2.5878125","2.5878125","2.5878125","2.61578125","2.61578125","2.61578125","2.61578125","2.61578125","2.61578125","2.6209375","2.6209375","2.6209375","2.580625","2.580625","2.580625","2.580625","2.580625","2.580625","2.63359375","2.63359375","2.63359375","2.57453125","2.57453125","2.57453125","2.5740625","2.5740625","2.5740625","2.589375","2.589375","2.589375","2.61625","2.61625","2.61625","2.61625","2.61625","2.61625","2.62328125","2.62328125","2.62328125","2.58296875","2.58296875","2.58296875","2.58296875","2.58296875","2.58296875","2.63609375","2.63609375","2.63609375"
"4200","2.57484375","2.57484375","2.57484375","2.57484375","2.57484375","2.57484375","2.5875","2.5875","2.5875","2.61484375","2.61484375","2.61484375","2.6146875","2.6146875","2.6146875","2.62203125","2.62203125","2.62203125","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.57921875","2.63546875","2.63546875","2.63546875","2.574375","2.574375","2.574375","2.574375","2.574375","2.574375","2.5896875","2.5896875","2.5896875","2.61484375","2.61484375","2.61484375","2.61484375","2.61484375","2.61484375","2.62046875","2.62046875","2.62046875","2.57984375","2.57984375","2.57984375","2.57984375","2.57984375","2.57984375","2.6365625","2.6365625","2.6365625","2.57484375","2.57484375","2.57484375","2.5746875","2.5746875","2.5746875","2.59046875","2.59046875","2.59046875","2.61640625","2.61640625","2.61640625","2.61609375","2.61609375","2.61609375","2.6221875","2.6221875","2.6221875","2.5821875","2.5821875","2.5821875","2.5821875","2.5821875","2.5821875","2.6353125","2.6353125","2.6353125"
